dataset,subtask,set,num_of_retained_feature,num_of_compounds,postives,negtives,negtives/postives,n_estimators,learning_rate,subsample,min_samples_split,min_samples_leaf,max_depth,min_impurity_decrease,max_features,tn,fp,fn,tp,se,sp,auc_prc,acc,auc_roc,recall,precision,f1,kappa,mcc
1-AR-Alva-6108-slim-Normalize-group.csv,activity,tr,1508,6108,942,4005,4.251592356687898,257,0.043542102383401976,0.9355366950532129,8,1,5,1.0008419523956456,0.6794045063482032,3998,7,219,723,0.767515923566879,0.9982521847690387,0.964357034325852,0.9543157469173237,0.985180944201913,0.767515923566879,0.9904109589041096,0.8648325358851675,0.8378753445443662,0.8477362541551526
1-AR-Alva-6108-slim-Normalize-group.csv,activity,va,1508,6108,105,445,4.238095238095238,257,0.043542102383401976,0.9355366950532129,8,1,5,1.0008419523956456,0.6794045063482032,435,10,44,61,0.580952380952381,0.9775280898876404,0.8452436034565978,0.9018181818181819,0.9353237025147139,0.580952380952381,0.8591549295774648,0.6931818181818183,0.6373183538893639,0.6546146419977062
1-AR-Alva-6108-slim-Normalize-group.csv,activity,te,1508,6108,119,492,4.1344537815126055,257,0.043542102383401976,0.9355366950532129,8,1,5,1.0008419523956456,0.6794045063482032,482,10,54,65,0.5462184873949579,0.9796747967479674,0.8334215584561532,0.8952536824877251,0.9284262485481998,0.5462184873949579,0.8666666666666667,0.6701030927835052,0.611616542846927,0.6346592735488148
