dataset,subtask,set,num_of_retained_feature,num_of_compounds,postives,negtives,negtives/postives,num_leaves,learning_rate,n_estimators,min_split_gain,reg_alpha,reg_lambda,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,tn,fp,fn,tp,se,sp,auc_prc,acc,auc_roc,recall,precision,f1,kappa,mcc
1-AR-Alva-6108-slim-Normalize-group.csv,activity,tr,1508,6108,942,4005,4.251592356687898,248,0.14340555482403722,189,0.09176572492525548,2.787999743315647,2.8994201110069877,0.7822070200034072,0.5358476686099356,2,78,4004,1,27,915,0.9713375796178344,0.9997503121098626,0.9998287882421338,0.9943400040428543,0.9999591805360073,0.9713375796178344,0.9989082969432315,0.9849300322927881,0.9814465517476937,0.9815922362170146
1-AR-Alva-6108-slim-Normalize-group.csv,activity,va,1508,6108,105,445,4.238095238095238,248,0.14340555482403722,189,0.09176572492525548,2.787999743315647,2.8994201110069877,0.7822070200034072,0.5358476686099356,2,78,427,18,36,69,0.6571428571428571,0.9595505617977528,0.859846352748534,0.9018181818181819,0.9491278758694489,0.6571428571428571,0.7931034482758621,0.71875,0.6599106836138784,0.6641923161656914
1-AR-Alva-6108-slim-Normalize-group.csv,activity,te,1508,6108,119,492,4.1344537815126055,248,0.14340555482403722,189,0.09176572492525548,2.787999743315647,2.8994201110069877,0.7822070200034072,0.5358476686099356,2,78,479,13,43,76,0.6386554621848739,0.9735772357723578,0.8518364728745357,0.9083469721767594,0.9328243492518958,0.6386554621848739,0.8539325842696629,0.7307692307692307,0.6769210431892434,0.6872935968215376
